Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
0,65,0,1,1,5,175.0,20,1
1,34,1,1,1,4,167.0,15,1
0,41,1,1,1,3,144.0,12,1
0,61,1,0,0,1,133.0,8,0
0,45,1,0,1,4,186.0,15,0
0,53,1,1,1,6,56.0,20,1
0,42,1,1,1,5,256.0,18,1
0,44,1,1,1,4,90.0,12,1
0,59,1,0,1,4,43.0,20,1
1,49,1,1,0,3,39.0,18,0
0,50,1,1,1,5,494.0,18,1
0,46,1,1,1,5,89.0,12,1
0,36,1,1,1,2,136.0,8,0
1,50,1,1,1,4,84.0,15,1
0,43,1,1,1,3,124.0,18,1
0,50,0,1,1,2,83.0,20,1
0,47,1,0,1,2,72.0,20,0
1,65,1,1,1,2,62.0,20,0
0,39,1,1,1,7,323.0,8,0
0,42,1,1,1,2,5.0,8,1
0,43,1,1,1,3,5.0,20,1
1,52,1,1,1,3,79.0,18,0
0,33,1,1,1,6,99.0,12,0
0,42,1,1,1,4,142.0,18,1
0,47,1,1,1,3,134.0,18,1
1,37,1,0,1,2,57.0,15,0
0,52,1,1,1,4,121.5,20,1
1,50,1,1,0,1,72.0,18,0
0,36,0,0,0,2,40.0,18,0
0,49,1,1,1,6,102.0,20,1
1,42,0,1,1,6,41.0,18,0
0,58,1,0,1,4,14.0,8,0
0,50,0,1,1,5,99.0,18,1
1,45,1,1,1,3,91.0,20,0
1,48,1,1,1,6,124.0,18,0
0,46,1,1,0,2,88.0,20,1
0,43,1,1,1,4,71.0,18,1
0,43,1,1,1,3,78.5,18,1
0,40,1,0,1,4,204.0,12,1
0,59,1,0,1,4,90.0,8,0
0,48,0,0,1,3,17.0,8,1
0,44,1,1,1,5,455.0,15,1
0,54,1,0,1,3,175.0,15,0
0,47,1,1,1,5,84.5,8,1
0,38,1,1,1,5,58.5,8,1
1,41,0,1,1,5,74.0,15,0
1,69,1,1,1,2,26.0,16,0
0,69,0,0,1,2,96.0,20,0
1,62,1,1,1,4,67.5,20,0
0,34,1,1,1,4,77.0,18,1
0,47,1,1,1,3,427.0,18,0
0,34,1,0,1,5,95.0,18,0
0,55,1,1,1,5,285.0,10,1
1,30,1,1,1,2,100.0,15,1
1,46,1,0,1,4,92.0,15,0
1,45,1,0,1,5,45.0,15,0
1,33,1,1,1,2,121.0,15,1
1,48,1,1,1,3,59.0,18,0
0,50,1,1,1,2,54.0,10,0
1,45,1,1,0,1,184.0,18,0
0,59,1,1,1,3,350.0,13,0
1,55,1,1,1,4,105.0,15,1
0,50,1,1,1,2,43.0,20,1
0,45,1,0,1,3,5.0,20,0
0,40,0,1,1,2,57.0,12,1
0,69,1,1,1,5,62.0,20,1
1,52,0,1,1,3,170.0,16,1
0,48,1,1,1,4,156.0,8,0
0,38,0,1,1,4,27.0,12,0
0,45,1,1,1,2,99.0,8,1
1,47,1,1,1,4,72.0,15,1
0,54,1,1,1,5,141.0,20,1
0,54,1,1,1,3,66.0,10,1
0,57,1,1,0,3,43.0,20,1
1,46,1,1,1,3,165.0,20,0
1,59,1,1,1,2,112.0,20,0
0,52,1,1,1,3,333.0,18,1
0,52,1,1,1,2,114.0,20,1
0,43,1,1,1,2,95.0,12,1
0,44,1,0,0,2,34.0,18,1
0,48,1,1,1,7,102.0,9,1
0,48,1,0,1,3,257.0,15,1
0,48,1,1,1,3,95.0,20,1
1,44,1,1,1,6,91.0,15,0
0,43,1,1,1,6,113.0,12,1
0,45,1,1,1,4,91.0,9,0
0,42,0,1,1,5,253.0,12,0
0,49,1,0,0,2,73.0,18,0
0,38,1,1,0,1,131.5,12,0
1,48,1,1,1,4,108.0,20,0
0,50,1,0,1,4,35.0,8,0
1,38,1,0,1,6,100.0,15,1
1,52,1,1,1,2,76.0,15,0
1,59,1,0,0,1,112.0,13,1
0,50,1,1,1,5,165.0,12,1
0,62,1,0,1,4,54.0,8,0
1,51,1,1,1,2,110.0,16,0
1,41,1,1,1,3,70.0,20,0
1,63,1,1,0,3,37.0,20,0
0,52,1,1,1,3,36.0,9,0
1,45,1,1,1,6,121.0,15,1
0,40,1,1,1,3,176.0,12,0
1,46,1,1,0,3,117.0,18,0
1,40,0,1,1,2,173.0,18,0
1,62,0,1,1,3,76.0,20,0
0,43,1,1,1,6,97.0,8,0
1,43,1,1,1,2,11.0,15,1
0,37,1,1,1,3,122.0,18,1
0,44,1,1,1,5,112.0,18,1
0,66,1,1,1,6,196.0,16,0
0,65,1,0,1,3,8.0,10,0
0,40,0,1,1,3,143.0,12,0
0,52,1,0,0,3,165.0,18,1
0,36,1,1,1,3,118.0,18,1
0,64,1,1,0,1,42.0,8,1
1,61,1,1,1,2,67.0,20,0
1,64,1,1,1,6,81.0,20,0
1,33,1,1,0,1,114.0,18,0
1,46,1,1,0,4,6.0,16,0
0,45,1,1,1,5,92.0,8,0
1,50,1,1,1,3,161.0,20,0
1,37,1,1,1,2,37.0,15,1
0,58,0,1,1,5,176.5,8,0
1,39,1,0,1,2,92.5,15,1
0,49,1,1,1,2,66.5,18,1
0,42,0,0,1,3,141.0,18,0
1,56,1,1,1,3,64.0,20,0
0,48,1,1,1,3,59.0,18,1
1,46,1,0,1,4,84.0,16,1
1,62,1,1,0,1,25.0,20,0
1,35,1,1,1,2,34.0,15,1
1,55,1,0,1,4,89.0,16,1
1,40,0,1,1,5,114.0,15,0
0,54,1,1,1,6,80.0,8,1
1,50,1,1,1,4,73.0,18,0
0,50,1,0,1,3,36.0,9,1
0,44,1,1,1,4,80.0,18,1
1,53,1,1,1,5,77.0,13,0
0,60,1,0,1,5,122.0,20,1
0,43,1,1,1,5,226.0,15,1
0,53,1,1,1,2,15.0,12,1
1,45,1,0,1,3,61.0,16,1
1,30,1,1,1,3,171.0,15,1
1,49,1,1,1,6,6.0,15,1
0,61,1,0,1,3,150.0,20,0
0,37,1,0,0,1,47.0,18,1
0,56,0,1,1,3,46.0,20,1
0,40,1,1,1,4,233.0,18,1
1,61,1,1,1,3,84.0,16,0
1,59,1,1,1,4,41.5,20,0
0,51,0,1,0,2,122.0,8,0
0,63,1,1,1,6,152.0,20,1
0,47,1,1,1,2,178.0,20,1
0,66,1,0,1,6,92.0,20,1
0,67,1,0,1,3,140.0,20,0
0,32,1,1,0,1,65.5,18,1
1,39,1,1,1,4,78.0,18,1
1,48,1,1,1,4,135.0,15,1
1,37,1,1,1,5,15.0,15,1
1,63,1,1,1,2,64.0,20,0
0,49,1,1,1,4,43.0,18,1
1,34,1,1,1,5,216.0,12,0
1,50,1,1,1,6,138.0,18,0
0,48,1,0,1,3,153.0,20,1
0,57,1,1,0,1,99.0,20,1
1,47,1,1,0,1,88.0,20,0
0,41,1,0,1,4,97.0,12,1
1,57,1,1,1,3,116.0,20,0
1,51,1,1,1,5,108.0,16,1
0,60,1,0,1,3,101.0,20,1
0,37,1,1,1,3,108.5,18,1
1,50,1,1,1,4,99.0,20,0
1,74,1,1,1,4,79.0,16,1
0,39,1,1,1,3,131.0,12,0
1,48,1,1,0,1,17.0,18,0
0,55,1,1,0,2,66.0,20,1
1,33,0,1,1,5,101.0,15,1
0,43,0,1,1,6,115.5,8,1
0,50,1,1,1,2,148.0,20,1
0,47,1,1,1,4,51.0,8,1
1,43,1,1,0,1,91.0,18,0
1,36,0,0,1,3,112.0,15,0
0,32,0,1,1,3,74.0,18,1
1,44,0,1,1,3,130.0,16,0
1,61,1,1,1,4,153.0,20,0
0,57,0,1,0,2,104.0,8,0
0,51,1,1,1,2,168.0,20,1
0,43,1,0,1,5,146.0,18,1
0,38,1,1,1,3,208.0,15,1
1,50,1,1,1,4,171.0,15,0
1,42,1,1,1,2,164.0,15,0
0,39,1,1,0,4,118.0,12,1
0,52,1,0,0,1,95.0,18,1
0,45,1,1,1,2,112.0,18,1
1,55,1,1,1,4,235.0,18,0
1,48,1,1,1,2,150.0,15,1
1,47,1,1,1,4,48.0,20,0
1,39,1,1,1,3,101.0,15,0
0,52,1,1,1,2,100.0,18,1
0,58,1,1,0,1,64.5,8,0
1,67,1,0,1,6,134.0,13,1
0,48,1,1,1,4,195.0,12,0
0,44,1,1,1,4,207.0,15,1
0,52,1,1,1,3,39.0,20,1
0,47,1,0,1,4,285.0,15,0
1,45,1,1,1,4,88.0,18,0
0,46,1,1,1,6,72.0,8,0
0,32,1,1,1,5,206.0,15,1
1,57,1,1,1,4,80.0,15,0
0,46,0,0,1,2,151.5,9,0
0,55,0,1,1,5,292.0,20,1
0,47,1,0,1,4,247.0,15,1
1,45,1,1,1,5,101.0,15,0
0,44,1,1,1,4,202.0,15,0
0,66,1,0,1,3,15.0,20,0
0,62,1,1,1,4,36.0,20,1
1,63,1,1,1,3,133.0,20,0
1,61,1,1,0,1,86.0,20,0
0,33,1,1,1,3,215.0,15,0
0,53,1,0,1,2,213.0,18,0
1,47,1,1,1,2,172.0,16,0
1,40,1,1,1,4,115.0,15,0
1,67,1,1,1,3,59.0,20,0
0,55,1,0,1,4,46.0,12,0
0,65,0,0,1,2,6.0,10,0
0,68,0,1,1,2,91.5,8,1
0,33,1,1,1,3,314.0,15,0
1,45,1,1,1,2,134.0,18,0
0,52,1,1,1,6,304.0,15,1
0,42,1,1,1,2,59.5,18,1
0,43,1,1,1,6,112.0,12,0
1,36,1,1,1,4,344.0,12,1
0,55,1,1,1,4,130.0,18,1
0,57,1,1,0,2,5.0,20,1
0,46,1,1,0,2,280.0,20,1
1,46,1,1,0,1,25.0,15,1
1,64,1,1,1,2,42.0,20,0
1,43,1,1,1,2,135.0,15,1
0,51,1,1,1,4,177.0,16,1
0,51,1,1,1,4,266.0,15,0
0,56,0,1,0,1,131.0,8,0
1,62,1,1,1,5,140.0,20,0
0,34,1,0,1,2,56.0,8,0
1,49,1,0,1,5,105.0,15,0
0,51,1,1,1,5,17.0,10,0
0,48,1,0,0,2,55.0,20,0
1,55,0,1,1,4,84.0,18,0
0,49,1,1,1,3,93.0,18,1
1,51,1,1,1,5,123.0,18,0
1,50,1,1,1,2,89.0,18,0
0,35,1,1,1,5,83.0,12,0
0,45,1,0,1,5,113.0,20,0
0,55,1,1,1,2,69.0,18,1
0,50,1,0,1,6,69.0,10,1
1,35,1,1,1,3,108.0,18,0
1,70,1,1,0,2,46.0,20,0
0,48,0,1,1,4,398.0,15,1
0,34,1,1,1,2,204.0,9,1
0,51,1,1,1,5,142.0,20,1
0,48,1,1,1,5,101.0,12,0
1,50,1,1,1,6,106.0,15,1
1,33,1,1,1,4,135.0,15,1
0,37,1,1,1,6,37.0,8,0
1,45,1,1,1,7,136.0,20,0
0,60,1,1,0,1,23.0,20,1
0,64,1,1,0,3,157.5,10,1
0,35,1,1,0,3,98.0,9,0
0,48,1,0,0,1,73.0,20,1
0,57,1,1,1,2,58.0,18,1
0,51,1,1,1,2,155.0,20,1
0,57,0,1,0,2,46.0,8,1
0,56,1,0,1,3,99.0,20,0
1,48,1,1,1,2,134.0,20,0
1,57,1,0,0,2,80.0,13,1
0,52,1,1,1,2,119.0,18,1
1,62,1,1,1,4,202.0,20,0
1,57,1,1,1,2,101.0,20,0
1,33,1,1,1,6,106.0,15,0
1,33,1,0,1,3,103.0,15,0
0,52,1,1,1,3,9.0,20,1
1,60,1,1,0,2,23.0,20,0
0,56,1,1,1,6,154.0,8,0
1,41,0,1,1,4,145.0,18,0
0,29,1,1,0,1,78.0,9,0
1,56,1,1,1,3,64.0,15,1
0,44,1,1,1,5,110.0,12,1
0,45,1,1,1,5,143.0,8,0
0,41,0,1,1,5,40.0,8,0
0,44,0,1,1,4,13.0,8,1
1,78,1,1,0,1,91.0,16,0
0,55,1,1,1,5,44.0,20,1
1,37,1,1,1,4,100.0,15,1
0,55,1,1,1,3,83.0,18,1
0,50,0,1,1,4,94.0,12,0
0,59,1,1,1,2,76.0,20,1
0,46,0,0,1,2,125.5,8,1
0,51,1,1,1,3,81.0,20,1
0,47,0,1,1,2,193.0,15,0
1,55,1,1,0,2,43.0,20,0
1,46,1,1,0,2,38.0,15,0
0,38,1,0,1,2,117.0,18,0
0,44,1,1,1,3,58.0,20,1
0,36,1,1,1,6,357.0,15,0
0,58,1,1,1,3,41.5,10,0
1,46,1,1,0,1,75.0,18,0
0,46,1,1,1,3,146.0,8,1
0,66,1,1,1,2,82.0,20,1
1,51,1,1,1,3,66.0,16,1
0,64,1,1,1,2,73.0,20,1
1,58,1,1,1,3,14.0,20,0
0,38,1,1,1,6,200.0,15,1
0,33,0,0,1,3,143.0,18,0
1,49,1,1,1,3,17.0,15,0
1,63,1,0,1,4,39.5,16,1
0,50,0,1,1,2,19.0,8,0
1,61,1,1,1,3,155.0,13,0
0,47,1,1,1,2,83.5,18,1
1,49,1,0,1,4,83.0,15,0
0,50,1,1,1,2,85.0,18,1
0,60,1,0,0,1,72.0,20,0
0,34,1,1,1,4,238.0,18,1
0,62,0,1,0,2,118.0,8,0
1,48,1,1,1,5,95.0,16,0
0,49,1,1,1,4,144.0,12,1
1,38,1,1,1,3,173.0,15,0
0,33,1,1,1,4,78.0,12,0
0,60,1,1,0,1,41.0,20,1
1,39,1,0,1,5,102.0,15,0
0,68,1,0,1,2,31.0,20,0
0,50,1,1,0,1,192.0,20,1
1,34,0,1,1,5,125.0,15,0
1,50,0,1,1,5,22.0,20,0
1,33,1,1,1,6,93.0,15,0
0,43,1,1,0,2,58.0,12,1
0,60,1,1,1,2,73.0,8,1
1,48,1,1,1,3,40.0,15,0
1,49,1,1,1,3,94.0,20,0
1,52,1,1,1,2,88.0,20,0
1,48,1,1,1,6,104.0,15,0
1,47,1,1,1,6,126.0,15,0
1,50,1,1,1,5,241.0,8,1
1,49,1,1,1,3,106.0,18,0
0,37,1,1,1,5,83.0,12,0
0,49,1,1,1,3,112.0,20,1
1,68,1,1,1,3,63.0,20,0
0,41,0,0,1,3,136.0,18,1
1,38,0,1,1,3,48.0,15,0
0,48,1,1,1,4,82.0,20,1
1,51,1,1,0,1,58.0,20,0
0,44,1,1,0,2,26.0,8,1
0,47,1,1,0,2,56.0,20,1
1,52,1,1,1,3,4.0,16,0
1,59,1,1,0,1,86.0,20,0
1,52,1,1,1,2,186.0,18,0
0,48,1,1,1,4,115.0,12,1
0,45,1,1,1,2,183.0,15,0
0,42,1,1,0,1,33.0,18,1
0,49,1,1,0,1,108.0,18,1
0,59,0,0,1,2,70.0,20,0
0,53,1,1,0,3,18.0,8,1
0,45,1,1,1,4,66.0,12,0
0,37,1,1,1,3,120.0,18,1
0,35,1,0,1,3,15.0,8,0
0,36,1,1,1,4,350.0,15,1
0,59,1,0,1,2,49.0,20,1
0,43,1,1,1,4,433.0,8,1
1,57,1,1,1,2,171.0,20,0
0,35,1,1,1,5,144.0,8,1
1,45,1,1,1,6,128.0,15,0
0,57,1,0,1,2,69.0,20,1
0,66,1,0,1,4,142.0,20,1
1,49,1,1,0,3,207.0,20,0
1,66,1,1,1,3,413.0,20,1
1,56,1,1,1,2,130.0,20,0
0,50,1,0,0,4,126.0,18,0
0,45,0,1,1,6,244.0,12,1
0,42,1,1,1,7,256.0,15,0
1,41,1,1,1,2,96.0,20,0
0,38,1,1,1,4,532.0,18,1
0,46,1,1,1,3,256.0,8,1
0,40,1,1,1,5,113.0,12,1
1,38,1,1,1,6,116.0,15,0
1,74,1,1,1,3,37.0,13,0
0,37,1,0,0,1,23.0,8,1
0,43,1,0,1,6,19.0,20,1
1,43,1,1,1,3,166.0,18,0
0,45,1,1,1,3,105.0,18,1
1,61,1,0,1,4,34.0,13,0
0,52,1,1,1,5,78.0,20,1
0,57,0,0,1,7,70.0,20,0
1,48,1,1,1,5,97.0,16,1
0,55,1,1,1,2,120.0,8,0
0,35,1,1,1,3,503.0,15,0
0,32,1,1,1,3,237.0,15,0
0,36,1,1,1,4,177.0,15,1
0,43,1,0,1,4,61.0,18,1
1,57,1,1,1,2,160.0,18,1
1,50,1,1,1,5,135.0,15,1
0,41,1,1,1,3,36.0,18,1
1,62,1,1,1,4,98.0,16,1
0,47,1,1,1,7,26.0,12,0
1,53,1,1,1,4,134.0,20,0
0,55,1,1,1,2,158.0,20,1
1,33,1,1,1,6,25.0,15,0
0,38,1,0,1,7,141.0,18,1
1,60,0,1,1,5,153.0,20,0
1,47,1,0,0,3,81.5,15,0
1,43,1,0,1,3,132.0,15,0
1,57,1,1,1,3,145.0,8,0
0,70,1,0,1,3,124.0,20,0
0,45,1,1,1,6,180.0,12,0
1,45,1,1,1,4,100.0,18,0
1,57,1,1,1,4,122.0,15,1
0,51,0,0,0,1,6.0,8,1
1,68,0,1,1,2,75.0,16,0
0,38,0,1,1,5,185.0,18,1
0,54,1,0,1,4,119.0,18,0
1,53,1,1,0,1,70.0,20,0
0,40,1,0,0,1,144.0,18,0
0,37,1,0,0,1,84.0,18,1
0,41,1,1,1,5,150.0,18,1
0,58,1,0,1,3,128.0,8,0
1,63,0,1,1,4,188.0,20,0
0,41,1,0,1,2,481.0,8,1
1,50,1,1,1,5,123.0,15,1
0,42,1,1,1,2,68.0,20,1
0,51,1,1,1,3,186.0,15,0
1,47,1,1,1,3,159.0,15,1
0,33,1,1,1,5,226.0,15,1
0,74,0,1,0,1,20.0,20,1
0,52,1,1,1,4,4.0,8,1
1,34,1,0,1,4,63.0,15,1
1,53,1,1,1,4,72.0,16,1
0,61,0,0,1,2,126.0,8,1
0,55,1,1,1,3,149.0,20,1
0,43,0,0,1,2,218.0,15,0
1,46,1,0,1,4,150.0,15,1
0,49,1,1,0,2,59.0,18,1
1,65,1,1,1,4,109.0,16,1
0,54,1,1,1,7,108.0,18,1
1,69,1,0,1,6,88.5,13,0
1,41,1,1,1,3,37.0,18,0
0,51,0,1,1,2,7.0,8,1
0,58,0,1,1,5,361.0,18,0
1,45,1,1,1,4,168.0,16,0
1,29,1,1,0,4,71.0,15,0
0,73,0,0,1,3,57.0,20,1
0,42,1,1,1,5,152.0,12,0
1,36,1,1,0,2,41.0,18,0
0,49,0,0,1,3,29.0,10,1
0,41,0,1,0,2,31.0,8,0
0,35,0,1,0,2,38.0,8,1
0,48,1,1,1,4,155.0,8,1
1,36,1,1,1,3,137.0,15,0
1,56,1,1,0,4,60.0,16,0
0,65,1,1,1,3,114.0,20,1
0,33,1,1,1,5,104.0,18,1
1,42,1,1,1,4,246.0,18,0
1,46,1,1,0,5,58.0,18,0
1,58,1,0,1,5,108.0,16,1
0,31,0,1,0,3,30.0,8,0
0,49,1,1,1,4,70.0,12,1
1,65,1,1,1,2,62.0,20,0
1,50,1,0,1,6,127.0,15,0
0,63,1,0,1,2,103.0,20,1
0,47,1,0,1,5,128.0,8,1
1,55,1,1,1,2,101.0,15,0
0,51,1,1,1,3,190.0,15,0
1,31,1,1,1,2,108.0,18,0
0,64,1,1,1,4,86.0,20,1
1,35,1,1,1,3,100.0,15,0
1,43,1,1,1,2,140.0,15,0
0,42,1,1,1,2,72.0,18,1
0,60,1,0,0,2,57.0,8,0
1,46,1,1,1,5,142.0,16,0
1,71,1,1,0,1,19.0,20,0
0,44,1,1,1,4,5.0,8,1
1,48,1,1,1,2,80.0,15,1
1,46,1,1,1,4,142.0,15,0
0,61,1,1,1,4,58.0,20,1
1,43,1,1,1,2,40.0,16,0
0,31,1,1,1,6,214.0,12,0
0,63,1,1,0,1,213.0,8,0
0,62,1,1,1,3,48.0,20,1
0,66,1,1,0,1,164.0,20,1
0,44,1,1,1,5,321.0,12,0
1,40,1,1,0,1,33.0,18,0
0,51,0,1,1,6,123.0,18,1
1,60,1,1,0,1,65.0,20,0
0,31,1,0,1,3,169.0,12,1
0,57,1,0,1,3,22.0,8,0
0,40,1,1,1,2,27.0,18,1
1,56,1,1,1,3,121.0,15,1
1,65,1,1,1,4,88.0,20,0
0,48,0,1,0,1,5.0,8,1
0,31,1,0,0,1,106.0,12,1
0,57,0,1,0,2,20.0,8,1
1,48,1,1,1,5,85.0,15,1
1,46,1,1,1,6,127.0,15,0
0,46,1,0,1,4,175.5,15,1
0,47,1,1,1,2,77.0,8,1
0,45,1,1,1,4,92.0,20,1
0,51,1,0,1,2,122.0,18,0
0,48,1,1,1,2,418.0,15,0
0,34,1,1,1,5,174.0,8,1
0,61,1,0,1,6,101.0,20,0
0,53,0,0,1,4,46.5,8,0
1,38,1,1,1,2,37.0,18,0
0,37,1,1,1,2,174.0,18,1
1,53,1,1,1,5,117.0,20,0
0,40,1,1,1,4,186.0,15,0
1,61,1,1,1,3,51.0,20,0
1,61,1,1,1,7,156.0,13,0
1,37,1,1,1,6,91.0,15,0
0,58,1,0,1,2,186.0,20,1
0,55,1,1,1,3,54.0,20,1
1,37,1,1,1,3,33.0,15,1
1,33,1,1,1,2,121.0,15,0
0,43,1,1,1,4,71.0,18,1
1,38,1,1,1,4,126.0,15,1
0,48,1,1,1,3,38.0,20,1
1,45,1,1,0,1,108.0,18,0
1,49,1,1,0,1,63.0,20,0
0,47,1,0,1,5,184.0,15,1
1,30,1,1,0,3,107.0,18,0
1,51,1,1,0,2,51.0,18,0
0,52,1,0,1,3,118.0,18,1
0,56,1,1,0,1,56.5,8,1
1,39,1,1,1,5,82.0,15,1
0,46,1,1,1,4,136.0,18,1
1,64,1,1,1,2,95.0,20,0
0,52,1,1,1,4,111.0,20,1
0,58,1,1,0,3,113.0,20,1
1,40,1,1,1,6,147.0,18,0
0,63,1,1,1,4,137.5,8,0
1,40,1,0,1,5,149.0,15,1
1,51,1,1,1,5,60.0,16,0
0,31,1,1,1,6,334.0,15,0
1,48,1,1,1,5,100.0,15,0
1,48,1,1,1,7,148.0,15,0
0,49,1,0,1,5,287.0,15,1
1,37,1,1,0,1,132.0,18,0
1,41,1,1,1,5,80.0,18,0
0,55,1,1,1,6,145.0,8,1
1,58,0,1,0,1,67.0,16,0
0,57,1,1,1,3,143.0,20,1
1,46,0,0,1,4,87.0,15,1
0,53,1,0,1,5,62.0,18,0
1,33,1,1,1,5,49.0,15,1
0,47,1,0,0,1,24.0,18,0
0,40,1,1,1,5,15.0,12,1
0,54,1,0,1,3,64.0,18,0
1,53,1,1,1,2,172.0,13,1
1,53,1,1,1,6,139.0,20,0
1,41,1,1,1,7,46.0,18,0
1,46,1,1,1,3,79.0,15,0
1,52,1,1,1,3,131.0,20,0
0,55,0,0,1,3,318.0,16,0
0,53,1,1,1,6,183.0,8,0
1,51,1,1,1,5,121.0,16,1
0,45,1,1,1,3,180.0,18,1
0,58,1,1,1,6,115.0,20,1
1,56,1,1,1,5,64.5,16,1
1,35,1,1,1,2,108.5,15,0
1,35,1,0,1,3,131.0,15,0
0,43,1,0,0,1,38.0,20,0
1,53,1,1,1,5,132.0,15,1
1,46,1,1,1,5,91.5,15,1
0,39,0,1,1,2,46.0,8,0
1,31,1,0,1,7,173.0,15,0
0,43,1,1,1,5,68.0,8,0
1,50,1,1,0,1,71.0,15,0
1,47,1,0,1,5,83.0,15,1
0,40,1,1,1,4,69.0,18,1
1,46,1,1,1,4,168.0,15,1
1,35,1,1,1,4,43.0,15,1
0,66,1,1,1,2,298.0,20,0
1,40,1,1,1,4,137.0,15,1
0,68,1,0,1,2,186.0,20,0
0,50,1,1,1,5,55.5,20,1
0,53,1,1,1,5,82.0,18,1
0,52,1,1,1,2,4.0,18,1
1,55,1,1,1,2,102.0,18,0
0,55,1,1,1,6,285.0,12,0
0,43,1,1,1,3,116.0,18,1
0,51,0,1,0,5,46.0,8,1
1,34,0,1,1,3,155.0,15,1
0,43,1,0,1,2,102.0,9,1
0,44,1,1,1,6,46.0,18,1
0,44,1,1,1,3,60.0,8,1
0,45,0,1,1,5,101.0,8,1
1,42,1,0,1,7,98.0,15,0
1,62,0,1,1,3,65.0,16,1
0,49,1,1,1,3,111.0,18,1
1,41,1,1,1,3,134.0,18,0
0,39,1,1,0,3,75.0,8,0
0,50,1,1,1,2,100.0,12,1
0,58,1,1,1,4,6.0,9,0
0,41,1,1,1,2,151.0,18,1
1,61,1,1,1,6,113.0,20,0
1,52,1,1,1,6,122.0,15,1
0,60,1,0,1,2,87.0,20,1
0,38,1,0,1,5,510.0,15,0
0,45,1,1,1,5,189.0,8,1
1,47,1,1,1,3,77.0,13,0
1,49,1,1,1,3,110.0,18,0
0,44,1,0,1,5,235.0,15,0
0,38,1,1,1,3,166.0,12,1
1,52,1,1,1,4,163.0,15,0
1,57,1,1,0,2,47.0,18,0
0,41,1,0,0,3,70.0,20,0
1,52,1,1,1,6,22.0,18,0
1,50,1,1,1,2,37.5,20,0
0,49,1,0,1,2,85.0,8,0
1,41,1,1,1,3,81.0,18,0
1,46,1,1,1,3,81.0,18,0
0,59,1,1,1,2,231.0,18,1
0,47,1,0,1,4,37.0,20,0
0,39,1,1,1,6,224.0,15,0
0,48,0,1,0,1,35.0,18,1
1,49,1,1,1,4,198.0,20,0
0,56,0,0,1,4,483.0,20,1
0,45,1,1,1,3,78.0,18,1
0,47,1,1,1,7,67.0,12,1
1,43,1,1,1,2,152.0,18,0
1,66,1,1,1,5,10.0,20,0
0,59,1,1,1,3,83.0,20,1
0,49,1,1,1,5,171.0,20,1
1,45,1,0,1,2,143.0,15,1
1,32,1,0,1,6,165.0,8,1
0,31,0,1,1,2,266.0,18,1
1,55,1,1,1,3,55.0,15,1
0,50,1,1,1,4,531.0,15,0
1,41,1,1,1,6,153.0,15,0
1,58,1,1,0,4,14.0,16,1
1,52,1,0,0,1,168.0,16,1
1,58,1,1,1,3,85.0,20,0
0,46,0,1,1,3,184.0,15,1
0,51,1,1,1,4,198.0,10,0
0,40,1,1,1,5,100.0,12,0
0,53,1,1,1,2,213.0,12,1
0,38,1,1,1,3,163.0,12,1
1,49,1,1,1,4,113.0,15,1
0,54,1,1,1,3,168.0,20,1
0,45,1,0,1,4,63.0,18,1
0,56,1,1,1,3,38.0,20,1
0,37,1,0,1,4,107.0,8,1
1,41,1,1,1,2,94.0,18,0
0,46,1,1,1,6,197.0,12,1
0,65,1,1,0,1,78.5,20,1
1,56,1,1,0,1,20.0,16,0
1,58,1,1,0,2,33.0,16,0
1,47,1,1,1,4,126.0,15,0
0,48,1,1,1,3,543.0,20,0
0,59,1,0,1,7,176.0,13,1
0,38,0,0,0,6,83.0,12,0
1,38,1,1,1,3,149.0,15,0
0,42,1,1,1,2,53.0,18,1
0,47,1,1,1,2,146.0,8,0
0,53,0,1,1,2,72.0,8,1
0,45,1,1,1,2,51.0,20,1
0,39,1,0,1,2,110.0,18,1
1,51,1,1,1,3,80.0,15,1
0,31,1,1,1,7,84.0,18,1
0,47,0,1,1,4,27.0,18,1
0,51,1,1,1,7,265.0,16,0
0,42,1,1,0,3,42.0,18,1
0,42,0,1,1,5,294.0,15,0
1,61,1,1,1,6,104.0,20,0
0,33,1,0,1,2,150.0,12,0
0,55,1,1,1,3,177.0,18,1
1,58,0,1,1,6,103.0,16,0
0,37,1,1,1,6,85.0,12,0
1,47,1,1,1,3,12.0,20,0
1,62,1,1,1,3,34.0,16,0
0,43,1,1,1,4,94.0,18,1
0,33,0,1,0,5,82.0,12,0
1,52,0,1,1,5,100.0,15,0
1,38,1,0,1,4,110.0,15,0
1,54,1,1,1,3,14.0,20,0
0,48,1,0,1,4,116.0,20,0
1,33,1,1,1,5,127.0,15,1
1,37,1,1,1,5,50.0,15,1
0,51,1,1,1,2,70.0,20,1
1,44,1,0,1,2,159.0,15,0
0,58,1,1,1,2,47.5,10,1
0,45,1,1,1,4,165.0,10,0
0,55,1,0,1,2,41.0,18,0
1,56,1,1,1,2,70.0,15,1
0,32,1,0,0,3,48.0,18,1
0,40,1,0,1,4,108.0,12,0
1,52,1,1,0,1,19.0,20,0
0,39,1,1,1,2,97.0,18,1
1,52,1,1,0,1,103.0,18,0
1,34,1,1,1,2,95.5,15,0
1,45,1,1,1,3,120.0,18,0
1,52,1,1,1,5,108.0,15,1
0,39,1,1,1,3,188.0,15,1
